locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCJPFIPA_00223	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
NCJPFIPA_00224	gene	861	pdxY			
NCJPFIPA_00224	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
NCJPFIPA_00225	gene	606	gstA			
NCJPFIPA_00225	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
NCJPFIPA_00226	gene	1506	dtpA			
NCJPFIPA_00226	CDS	1506	dtpA		COG3104	Dipeptide and tripeptide permease A
NCJPFIPA_00227	gene	636	nth			
NCJPFIPA_00227	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
NCJPFIPA_00228	gene	693	rsxE			
NCJPFIPA_00228	CDS	693	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
NCJPFIPA_00229	gene	621	rsxG			
NCJPFIPA_00229	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
NCJPFIPA_00230	gene	1059	rsxD			
NCJPFIPA_00230	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
NCJPFIPA_00231	gene	2208	rsxC_1			
NCJPFIPA_00231	CDS	2208	rsxC_1	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
NCJPFIPA_00232	gene	579	rsxB_1			
NCJPFIPA_00232	CDS	579	rsxB_1	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
NCJPFIPA_00233	gene	582	rsxA			
NCJPFIPA_00233	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
NCJPFIPA_00234	gene	441	ydgK			
NCJPFIPA_00234	CDS	441	ydgK			Inner membrane protein YdgK
NCJPFIPA_00235	gene	216	ydgT			
NCJPFIPA_00235	CDS	216	ydgT			Transcription modulator YdgT
NCJPFIPA_00236	gene	1041	ydgJ			
NCJPFIPA_00236	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
NCJPFIPA_00237	gene	1002	add			
NCJPFIPA_00237	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
NCJPFIPA_00238	gene	1509	ydgA			
NCJPFIPA_00238	CDS	1509	ydgA		COG5339	Protein YdgA
NCJPFIPA_00239	gene	1176	manA			
NCJPFIPA_00239	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
NCJPFIPA_00240	gene	1647	fumA			
NCJPFIPA_00240	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
NCJPFIPA_00241	gene	1404	fumC			
NCJPFIPA_00241	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
NCJPFIPA_00242	gene	930	tus			
NCJPFIPA_00242	CDS	930	tus			DNA replication terminus site-binding protein
NCJPFIPA_00243	gene	1302	rstB			
NCJPFIPA_00243	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
NCJPFIPA_00244	gene	1701	nfdA			
NCJPFIPA_00244	CDS	1701	nfdA	3.5.1.91		N-substituted formamide deformylase
NCJPFIPA_00245	gene	1134	ompN_1			
NCJPFIPA_00245	CDS	1134	ompN_1		COG3203	Outer membrane porin N
NCJPFIPA_00246	gene	732	rstA			
NCJPFIPA_00246	CDS	732	rstA		COG0745	Transcriptional regulatory protein RstA
NCJPFIPA_00247	gene	336	ydgC			
NCJPFIPA_00247	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
NCJPFIPA_00248	gene	1383	ydgI			
NCJPFIPA_00248	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
NCJPFIPA_00249	gene	945	ydgH			
NCJPFIPA_00249	CDS	945	ydgH			Protein YdgH
NCJPFIPA_00250	gene	1530	pntA			
NCJPFIPA_00250	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
NCJPFIPA_00251	gene	1389	pntB			
NCJPFIPA_00251	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
NCJPFIPA_00252	gene	1035	tqsA			
NCJPFIPA_00252	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
NCJPFIPA_00253	gene	363	mdtJ			
NCJPFIPA_00253	CDS	363	mdtJ		COG2076	Spermidine export protein MdtJ
NCJPFIPA_00254	gene	330	mdtI			
NCJPFIPA_00254	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
NCJPFIPA_00255	gene	822				
NCJPFIPA_00255	CDS	822				hypothetical protein
NCJPFIPA_00256	gene	249	asr			
NCJPFIPA_00256	CDS	249	asr			Acid shock protein
NCJPFIPA_00257	gene	1254	ynfM_1			
NCJPFIPA_00257	CDS	1254	ynfM_1			Inner membrane transport protein YnfM
NCJPFIPA_00258	gene	900	benM_1			
NCJPFIPA_00258	CDS	900	benM_1			HTH-type transcriptional regulator BenM
NCJPFIPA_00259	gene	1221	mlc			
NCJPFIPA_00259	CDS	1221	mlc		COG1940	Protein mlc
NCJPFIPA_00260	gene	696	bioD1_1			
NCJPFIPA_00260	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
NCJPFIPA_00261	gene	1254	clcB			
NCJPFIPA_00261	CDS	1254	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
NCJPFIPA_00262	gene	1149	osmV			
NCJPFIPA_00262	CDS	1149	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
NCJPFIPA_00263	gene	648	osmW			
NCJPFIPA_00263	CDS	648	osmW		COG1174	Osmoprotectant import permease protein OsmW
NCJPFIPA_00264	gene	903	osmX			
NCJPFIPA_00264	CDS	903	osmX		COG1732	Osmoprotectant-binding protein OsmX
NCJPFIPA_00265	gene	711	osmY_1			
NCJPFIPA_00265	CDS	711	osmY_1		COG1174	Osmoprotectant import permease protein OsmY
NCJPFIPA_00266	gene	615	dmsD_1			
NCJPFIPA_00266	CDS	615	dmsD_1		COG3381	Tat proofreading chaperone DmsD
NCJPFIPA_00267	gene	858	dmsC_1			
NCJPFIPA_00267	CDS	858	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
NCJPFIPA_00268	gene	618	dmsB_1			
NCJPFIPA_00268	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
NCJPFIPA_00269	gene	2409	ynfF			
NCJPFIPA_00269	CDS	2409	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
NCJPFIPA_00270	gene	2439	ynfE_1			
NCJPFIPA_00270	CDS	2439	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
NCJPFIPA_00271	gene	306	ynfD			
NCJPFIPA_00271	CDS	306	ynfD			putative protein YnfD
NCJPFIPA_00272	gene	720				
NCJPFIPA_00272	CDS	720				hypothetical protein
NCJPFIPA_00273	gene	561	speG			
NCJPFIPA_00273	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
NCJPFIPA_00274	gene	342				
NCJPFIPA_00274	CDS	342				hypothetical protein
NCJPFIPA_00275	gene	336				
NCJPFIPA_00275	CDS	336				hypothetical protein
NCJPFIPA_00276	gene	1215	rspA_1			
NCJPFIPA_00276	CDS	1215	rspA_1	4.2.1.-		D-galactonate dehydratase family member RspA
NCJPFIPA_00277	gene	1020	rspB			
NCJPFIPA_00277	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
NCJPFIPA_00278	gene	978	ydfJ_1			
NCJPFIPA_00278	CDS	978	ydfJ_1			Putative transporter YdfJ
NCJPFIPA_00279	gene	399	ydfJ_2			
NCJPFIPA_00279	CDS	399	ydfJ_2			Putative transporter YdfJ
NCJPFIPA_00280	gene	1467	por_1			
NCJPFIPA_00280	CDS	1467	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
NCJPFIPA_00281	gene	204	ydfZ			
NCJPFIPA_00281	CDS	204	ydfZ			Putative selenoprotein YdfZ
NCJPFIPA_00282	gene	687	rspR_1			
NCJPFIPA_00282	CDS	687	rspR_1		COG1802	HTH-type transcriptional repressor RspR
NCJPFIPA_00283	gene	747	ydfG			
NCJPFIPA_00283	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
NCJPFIPA_00284	gene	2043	dcp			
NCJPFIPA_00284	CDS	2043	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
NCJPFIPA_00285	gene	528	pncC_1			
NCJPFIPA_00285	CDS	528	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
NCJPFIPA_00286	gene	393	ygiW_1			
NCJPFIPA_00286	CDS	393	ygiW_1		COG3111	Protein YgiW
NCJPFIPA_00287	gene	96	mgtS			
NCJPFIPA_00287	CDS	96	mgtS			Small protein MgtS
NCJPFIPA_00288	gene	1188	mdrP			
NCJPFIPA_00288	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
NCJPFIPA_00289	gene	903	eamA			
NCJPFIPA_00289	CDS	903	eamA		COG0697	putative amino-acid metabolite efflux pump
NCJPFIPA_00290	gene	210				
NCJPFIPA_00290	CDS	210				hypothetical protein
NCJPFIPA_00291	gene	384	marA_1			
NCJPFIPA_00291	CDS	384	marA_1			Multiple antibiotic resistance protein MarA
NCJPFIPA_00292	gene	435	marR			
NCJPFIPA_00292	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
NCJPFIPA_00293	gene	666				
NCJPFIPA_00293	CDS	666				hypothetical protein
NCJPFIPA_00294	gene	1188	sotB			
NCJPFIPA_00294	CDS	1188	sotB		COG2814	Sugar efflux transporter
NCJPFIPA_00295	gene	873	gltR			
NCJPFIPA_00295	CDS	873	gltR		COG0583	HTH-type transcriptional regulator GltR
NCJPFIPA_00296	gene	1389	sad_1			
NCJPFIPA_00296	CDS	1389	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
NCJPFIPA_00297	gene	927	glsA2			
NCJPFIPA_00297	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
NCJPFIPA_00298	gene	360				
NCJPFIPA_00298	CDS	360				hypothetical protein
NCJPFIPA_00299	gene	948				
NCJPFIPA_00299	CDS	948				hypothetical protein
NCJPFIPA_00300	gene	528				
NCJPFIPA_00300	CDS	528				hypothetical protein
NCJPFIPA_00301	gene	1119	ompC_1			
NCJPFIPA_00301	CDS	1119	ompC_1			Outer membrane porin C
NCJPFIPA_00302	gene	342	hybF_1			
NCJPFIPA_00302	CDS	342	hybF_1		COG0375	Hydrogenase maturation factor HybF
NCJPFIPA_00303	gene	888				
NCJPFIPA_00303	CDS	888				hypothetical protein
NCJPFIPA_00304	gene	1062	norV_1			
NCJPFIPA_00304	CDS	1062	norV_1			Anaerobic nitric oxide reductase flavorubredoxin
NCJPFIPA_00305	gene	411				
NCJPFIPA_00305	CDS	411				hypothetical protein
NCJPFIPA_00306	gene	300				
NCJPFIPA_00306	CDS	300				hypothetical protein
NCJPFIPA_00307	gene	609	hyaD_1			
NCJPFIPA_00307	CDS	609	hyaD_1	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
NCJPFIPA_00308	gene	675	hyaC_1			
NCJPFIPA_00308	CDS	675	hyaC_1		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
NCJPFIPA_00309	gene	1803	hyaB_1			
NCJPFIPA_00309	CDS	1803	hyaB_1	1.12.99.6	COG0374	Hydrogenase-1 large chain
NCJPFIPA_00310	gene	1104	hoxK			
NCJPFIPA_00310	CDS	1104	hoxK	1.12.99.6		Uptake hydrogenase small subunit
NCJPFIPA_00311	gene	153				
NCJPFIPA_00311	CDS	153				hypothetical protein
NCJPFIPA_00312	gene	1089				
NCJPFIPA_00312	CDS	1089				hypothetical protein
NCJPFIPA_00313	gene	672	pdhR_1			
NCJPFIPA_00313	CDS	672	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
NCJPFIPA_00314	gene	1026	yjmD			
NCJPFIPA_00314	CDS	1026	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
NCJPFIPA_00315	gene	1287	exuT_1			
NCJPFIPA_00315	CDS	1287	exuT_1			Hexuronate transporter
NCJPFIPA_00316	gene	1491				
NCJPFIPA_00316	CDS	1491				hypothetical protein
NCJPFIPA_00317	gene	1242	tetA			
NCJPFIPA_00317	CDS	1242	tetA			Tetracycline resistance protein, class C
NCJPFIPA_00318	gene	1509	tetX			
NCJPFIPA_00318	CDS	1509	tetX	1.14.13.231	COG0654	Flavin-dependent monooxygenase
NCJPFIPA_00319	gene	489	slyA_2			
NCJPFIPA_00319	CDS	489	slyA_2			Transcriptional regulator SlyA
NCJPFIPA_00320	gene	1080	queA_1			
NCJPFIPA_00320	CDS	1080	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
NCJPFIPA_00321	gene	390	yjgH			
NCJPFIPA_00321	CDS	390	yjgH		COG0251	RutC family protein YjgH
NCJPFIPA_00322	gene	285	relE_1			
NCJPFIPA_00322	CDS	285	relE_1	3.1.-.-	COG2026	mRNA interferase toxin RelE
NCJPFIPA_00323	gene	249				
NCJPFIPA_00323	CDS	249				hypothetical protein
NCJPFIPA_00324	gene	333				
NCJPFIPA_00324	CDS	333				hypothetical protein
NCJPFIPA_00325	gene	930				
NCJPFIPA_00325	CDS	930				hypothetical protein
NCJPFIPA_00326	gene	354				
NCJPFIPA_00326	CDS	354				ISNCY family transposase ISBcen27
NCJPFIPA_00327	gene	210				
NCJPFIPA_00327	CDS	210				hypothetical protein
NCJPFIPA_00328	gene	1464				
NCJPFIPA_00328	CDS	1464				hypothetical protein
NCJPFIPA_00329	gene	981	galS_1			
NCJPFIPA_00329	CDS	981	galS_1		COG1609	HTH-type transcriptional regulator GalS
NCJPFIPA_00330	gene	1449	mleN			
NCJPFIPA_00330	CDS	1449	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
NCJPFIPA_00331	gene	1203	patB			
NCJPFIPA_00331	CDS	1203	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
NCJPFIPA_00332	gene	2076	glgX_1			
NCJPFIPA_00332	CDS	2076	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
NCJPFIPA_00333	gene	2529	treY			
NCJPFIPA_00333	CDS	2529	treY	5.4.99.15		Maltooligosyl trehalose synthase
NCJPFIPA_00334	gene	1371	treZ			
NCJPFIPA_00334	CDS	1371	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
NCJPFIPA_00335	gene	567				
NCJPFIPA_00335	CDS	567				hypothetical protein
NCJPFIPA_00336	gene	432	osmC			
NCJPFIPA_00336	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
NCJPFIPA_00337	gene	216	bdm			
NCJPFIPA_00337	CDS	216	bdm			Protein bdm
NCJPFIPA_00338	gene	144	sra			
NCJPFIPA_00338	CDS	144	sra			Stationary-phase-induced ribosome-associated protein
NCJPFIPA_00339	gene	1698	maeA			
NCJPFIPA_00339	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
NCJPFIPA_00340	gene	1011	adhP			
NCJPFIPA_00340	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
NCJPFIPA_00341	gene	657	fdnI			
NCJPFIPA_00341	CDS	657	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
NCJPFIPA_00342	gene	885	fdnH_1			
NCJPFIPA_00342	CDS	885	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
NCJPFIPA_00343	gene	2412	fdnG_1			
NCJPFIPA_00343	CDS	2412	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
NCJPFIPA_00344	gene	588	fdnG_2			
NCJPFIPA_00344	CDS	588	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
NCJPFIPA_00345	gene	882	yddG			
NCJPFIPA_00345	CDS	882	yddG			Methyl viologen resistance protein YddG
NCJPFIPA_00346	gene	1089	ompD			
NCJPFIPA_00346	CDS	1089	ompD		COG3203	Outer membrane porin protein OmpD
NCJPFIPA_00347	gene	441				
NCJPFIPA_00347	CDS	441				hypothetical protein
NCJPFIPA_00348	gene	1488	smvA			
NCJPFIPA_00348	CDS	1488	smvA			Methyl viologen resistance protein SmvA
NCJPFIPA_00349	gene	591	betI_1			
NCJPFIPA_00349	CDS	591	betI_1			HTH-type transcriptional regulator BetI
NCJPFIPA_00350	gene	1389	narU			
NCJPFIPA_00350	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
NCJPFIPA_00351	gene	3741	narZ			
NCJPFIPA_00351	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
NCJPFIPA_00352	gene	1545	narY			
NCJPFIPA_00352	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
NCJPFIPA_00353	gene	696	narW			
NCJPFIPA_00353	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
NCJPFIPA_00354	gene	681	narV			
NCJPFIPA_00354	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
NCJPFIPA_00355	gene	894	yddE			
NCJPFIPA_00355	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
NCJPFIPA_00356	gene	846	nhoA			
NCJPFIPA_00356	CDS	846	nhoA	2.3.1.118	COG2162	Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase
NCJPFIPA_00357	gene	633				
NCJPFIPA_00357	CDS	633				hypothetical protein
NCJPFIPA_00358	gene	1494	ansP2			
NCJPFIPA_00358	CDS	1494	ansP2		COG1113	L-asparagine permease 2
NCJPFIPA_00359	gene	222	ygdR_1			
NCJPFIPA_00359	CDS	222	ygdR_1			putative lipoprotein YgdR
NCJPFIPA_00360	gene	1062	yncE			
NCJPFIPA_00360	CDS	1062	yncE		COG3391	putative protein YncE
NCJPFIPA_00361	gene	2166	fecA			
NCJPFIPA_00361	CDS	2166	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
NCJPFIPA_00362	gene	666	mcbR			
NCJPFIPA_00362	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
NCJPFIPA_00363	gene	1038	curA			
NCJPFIPA_00363	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
NCJPFIPA_00364	gene	516	yncA			
NCJPFIPA_00364	CDS	516	yncA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
NCJPFIPA_00365	gene	450	ydcZ			
NCJPFIPA_00365	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
NCJPFIPA_00366	gene	234	ydcY			
NCJPFIPA_00366	CDS	234	ydcY			putative protein YdcY
NCJPFIPA_00367	gene	1320				
NCJPFIPA_00367	CDS	1320				hypothetical protein
NCJPFIPA_00368	gene	2982				
NCJPFIPA_00368	CDS	2982				hypothetical protein
NCJPFIPA_00369	gene	2145				
NCJPFIPA_00369	CDS	2145				hypothetical protein
NCJPFIPA_00370	gene	174	ortT			
NCJPFIPA_00370	CDS	174	ortT			Orphan toxin OrtT
NCJPFIPA_00371	gene	1425	prr			
NCJPFIPA_00371	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
NCJPFIPA_00372	gene	1425	lysN			
NCJPFIPA_00372	CDS	1425	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
NCJPFIPA_00373	gene	771	vanX			
NCJPFIPA_00373	CDS	771	vanX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
NCJPFIPA_00374	gene	399				
NCJPFIPA_00374	CDS	399				hypothetical protein
NCJPFIPA_00375	gene	174				
NCJPFIPA_00375	CDS	174				hypothetical protein
NCJPFIPA_00376	gene	621	sifA_1			
NCJPFIPA_00376	CDS	621	sifA_1			Secreted effector protein SifA
NCJPFIPA_00377	gene	231				
NCJPFIPA_00377	CDS	231				hypothetical protein
NCJPFIPA_00378	gene	1965	rlhA_1			
NCJPFIPA_00378	CDS	1965	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
NCJPFIPA_00379	gene	537	sutR_1			
NCJPFIPA_00379	CDS	537	sutR_1		COG1396	HTH-type transcriptional regulator SutR
NCJPFIPA_00380	gene	954				
NCJPFIPA_00380	CDS	954				hypothetical protein
NCJPFIPA_00381	gene	669				
NCJPFIPA_00381	CDS	669				hypothetical protein
NCJPFIPA_00382	gene	597	tehB			
NCJPFIPA_00382	CDS	597	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
NCJPFIPA_00383	gene	1014	tehA			
NCJPFIPA_00383	CDS	1014	tehA		COG1275	Tellurite resistance protein TehA
NCJPFIPA_00384	gene	981	lpxD_1			
NCJPFIPA_00384	CDS	981	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
NCJPFIPA_00385	gene	540	rimL			
NCJPFIPA_00385	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
NCJPFIPA_00386	gene	1119	ysdC			
NCJPFIPA_00386	CDS	1119	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
NCJPFIPA_00387	gene	282	gatB_1			
NCJPFIPA_00387	CDS	282	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
NCJPFIPA_00388	gene	1314	gatC_1			
NCJPFIPA_00388	CDS	1314	gatC_1		COG3775	PTS system galactitol-specific EIIC component
NCJPFIPA_00389	gene	807				
NCJPFIPA_00389	CDS	807				hypothetical protein
NCJPFIPA_00390	gene	420	ulaC_1			
NCJPFIPA_00390	CDS	420	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
NCJPFIPA_00391	gene	633	rpe_1			
NCJPFIPA_00391	CDS	633	rpe_1	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
NCJPFIPA_00392	gene	792	srlR_1			
NCJPFIPA_00392	CDS	792	srlR_1		COG1349	Glucitol operon repressor
NCJPFIPA_00393	gene	438				
NCJPFIPA_00393	CDS	438		2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
NCJPFIPA_00394	gene	1206				
NCJPFIPA_00394	CDS	1206		1.13.12.4	COG1304	Lactate 2-monooxygenase
NCJPFIPA_00395	gene	567	yceI_1			
NCJPFIPA_00395	CDS	567	yceI_1		COG2353	Protein YceI
NCJPFIPA_00396	gene	1620	mdoD			
NCJPFIPA_00396	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
NCJPFIPA_00397	gene	1509	pnbA			
NCJPFIPA_00397	CDS	1509	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
NCJPFIPA_00398	gene	1344				
NCJPFIPA_00398	CDS	1344			COG5383	putative protein
NCJPFIPA_00399	gene	924	gbpR_1			
NCJPFIPA_00399	CDS	924	gbpR_1			HTH-type transcriptional regulator GbpR
NCJPFIPA_00400	gene	1626	trg_1			
NCJPFIPA_00400	CDS	1626	trg_1		COG0840	Methyl-accepting chemotaxis protein III
NCJPFIPA_00401	gene	1119	frmA			
NCJPFIPA_00401	CDS	1119	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
NCJPFIPA_00402	gene	276	frmR			
NCJPFIPA_00402	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
NCJPFIPA_00403	gene	126				
NCJPFIPA_00403	CDS	126				hypothetical protein
NCJPFIPA_00404	gene	717				
NCJPFIPA_00404	CDS	717				hypothetical protein
NCJPFIPA_00405	gene	1227	sseJ			
NCJPFIPA_00405	CDS	1227	sseJ	3.-.-.-	COG3240	Secreted effector protein SseJ
NCJPFIPA_00406	gene	345				
NCJPFIPA_00406	CDS	345				hypothetical protein
NCJPFIPA_00407	gene	762	fliY_1			
NCJPFIPA_00407	CDS	762	fliY_1		COG0834	L-cystine-binding protein FliY
NCJPFIPA_00408	gene	633	yecS_1			
NCJPFIPA_00408	CDS	633	yecS_1		COG0765	L-cystine transport system permease protein YecS
NCJPFIPA_00409	gene	732	glnQ_1			
NCJPFIPA_00409	CDS	732	glnQ_1			Glutamine transport ATP-binding protein GlnQ
NCJPFIPA_00410	gene	681	yecS_2			
NCJPFIPA_00410	CDS	681	yecS_2		COG0765	L-cystine transport system permease protein YecS
NCJPFIPA_00411	gene	1551				
NCJPFIPA_00411	CDS	1551				hypothetical protein
NCJPFIPA_00412	gene	96				
NCJPFIPA_00412	CDS	96				hypothetical protein
NCJPFIPA_00413	gene	663	COQ5			
NCJPFIPA_00413	CDS	663	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
NCJPFIPA_00414	gene	531	cybB			
NCJPFIPA_00414	CDS	531	cybB		COG3038	Cytochrome b561
NCJPFIPA_00415	gene	801	ydcF			
NCJPFIPA_00415	CDS	801	ydcF		COG1434	Protein YdcF
NCJPFIPA_00416	gene	3903				
NCJPFIPA_00416	CDS	3903				hypothetical protein
NCJPFIPA_00417	gene	606	azoR			
NCJPFIPA_00417	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
NCJPFIPA_00418	gene	450				
NCJPFIPA_00418	CDS	450				hypothetical protein
NCJPFIPA_00419	gene	324				
NCJPFIPA_00419	CDS	324				hypothetical protein
NCJPFIPA_00420	gene	192				
NCJPFIPA_00420	CDS	192				hypothetical protein
NCJPFIPA_00421	gene	2637				
NCJPFIPA_00421	CDS	2637				hypothetical protein
NCJPFIPA_00422	gene	990	ldhA			
NCJPFIPA_00422	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
NCJPFIPA_00423	gene	411	hslJ			
NCJPFIPA_00423	CDS	411	hslJ		COG3187	Heat shock protein HslJ
NCJPFIPA_00424	gene	267				
NCJPFIPA_00424	CDS	267				hypothetical protein
NCJPFIPA_00425	gene	3525	nifJ			
NCJPFIPA_00425	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
NCJPFIPA_00426	gene	435	uspF			
NCJPFIPA_00426	CDS	435	uspF		COG0589	Universal stress protein F
NCJPFIPA_00427	gene	339	emrE			
NCJPFIPA_00427	CDS	339	emrE		COG2076	Multidrug transporter EmrE
NCJPFIPA_00428	gene	936	ttcA			
NCJPFIPA_00428	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
NCJPFIPA_00429	gene	1374	dbpA			
NCJPFIPA_00429	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
NCJPFIPA_00430	gene	984	zntB			
NCJPFIPA_00430	CDS	984	zntB		COG0598	Zinc transport protein ZntB
NCJPFIPA_00431	gene	1155	tap			
NCJPFIPA_00431	CDS	1155	tap		COG0840	Methyl-accepting chemotaxis protein IV
NCJPFIPA_00432	gene	564	smrA			
NCJPFIPA_00432	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
NCJPFIPA_00433	gene	516	ogt			
NCJPFIPA_00433	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
NCJPFIPA_00434	gene	753	fnr			
NCJPFIPA_00434	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
NCJPFIPA_00435	gene	948	uspE			
NCJPFIPA_00435	CDS	948	uspE		COG0589	Universal stress protein E
NCJPFIPA_00436	gene	255				
